Index Raw,Index,Data Value Raw,Data Value,Series Raw,Series,Type Raw,Type,Name Raw,Name,Description Raw,Description,Defense Raw,Defense,Fire Res Raw,Fire Res,Water Res Raw,Water Res,Thunder Res Raw,Thunder Res,Ice Res Raw,Ice Res,Dragon Res Raw,Dragon Res,Slot 1 Raw,Slot 1,Slot 2 Raw,Slot 2,Slot 3 Raw,Slot 3,Series Skill Raw,Group Skill Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 4 Raw,Skill 5 Raw,Series Skill Level Raw,Group Skill Level Raw,Skill Level 1 Raw,Skill Level 2 Raw,Skill Level 3 Raw,Skill Level 4 Raw,Skill Level 5 Raw,Series Skill,Group Skill,Skill 1,Skill Level 1,Skill 2,Skill Level 2,Skill 3,Skill Level 3
000001D9,473,00000201,513,38FA4740,Guardian Arkveld β,00000004,LEG,3EE46729-67C0-4EFA-895F-64E987E7CF99,G. Arkveld Greaves β,A8BF140D-55BB-46B2-A04A-E6A74ED2B13B,"Guardian Arkveld leg armor.
Their power grows with each
relentless, hungry step.",00000042,66,00000002,2,00000000,0,FFFFFFFF,-1,00000000,0,FFFFFFFC,-4,00000002,2,00000001,1,00000000,0,AA9AD980,8651EA80,58C90280,E84D8E60,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Guardian Arkveld's Vitality,Guardian's Protection,Elemental Absorption,1,Weakness Exploit,1,,
000001DA,474,00000202,514,9DA87E00,Kunafa α,00000000,HELM,3CF3A15E-C026-4C53-B8AC-A64E9AA216BB,Kunafa Headgear α,9A39BFEC-DB0A-4C50-97A1-A3E1C4281CEC,"Head armor with large horns
traditionally worn by the
leader of the Vanguard in
the Windsong Village.",0000002C,44,00000001,1,00000001,1,00000004,4,00000001,1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,355173C0,73551280,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Imparted Wisdom,Wide-Range,2,Palico Rally,1,,
000001DB,475,00000203,515,9DA87E00,Kunafa α,00000001,BODY,2F5BBF8D-4A1B-49E6-9522-79DF15E456FA,Kunafa Cloak α,D10354A9-F7E0-4DEE-ADD9-A6CA42F118A4,"A cloak worn for generations in
the Windsong Village, notable
for the Seikret feathers woven
into it.",0000002C,44,00000001,1,00000001,1,00000004,4,00000001,1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,32B386C0,73551280,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Imparted Wisdom,Free Meal,2,Palico Rally,1,,
000001DC,476,00000204,516,9DA87E00,Kunafa α,00000003,WAIST,342E4F22-DB45-4D76-B876-A74F098B7246,Kunafa Sash α,EE74B0AC-E5F2-40AD-ADA6-2446C712700A,"Waistgear worn in the Windsong
Village. The sash's patterns
represent their hopes and
prayers.",0000002C,44,00000001,1,00000001,1,00000004,4,00000001,1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,25CB1D80,73551280,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Imparted Wisdom,Speed Eating,2,Palico Rally,1,,
000001DD,477,00000205,517,9DA87E00,Kunafa α,00000004,LEG,30B0E40A-E464-4420-831B-88F5E53D454F,Kunafa Chaps α,67C37F89-7ED7-4D2E-9029-C6052DD19B79,"Leg armor worn in the Windsong
Village. Handsome Dalthydon
pelts keep the legs well
protected.",0000002C,44,00000001,1,00000001,1,00000004,4,00000001,1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,355173C0,73551280,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Imparted Wisdom,Wide-Range,2,Palico Rally,1,,
000001DE,478,00000206,518,6F6B1680,Azuz α,00000000,HELM,E717A03C-9A79-4E64-93A3-C2CF45CB4802,Azuz Headdress α,FDEEC2B4-16C3-498C-BC63-F0C3CE44AAF1,"Headwear worn in the village of
the Everforge. The hairpin's fine
details speak to the Bonefolk's
artistry.",0000002C,44,00000004,4,00000001,1,00000001,1,00000001,1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,25AD8000,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Imparted Wisdom,Maximum Might,2,,,,
000001DF,479,00000207,519,6F6B1680,Azuz α,00000001,BODY,F8B13CE8-699F-473C-A767-27553EC84DF2,Azuz Apron α,87461232-2DC2-4835-9F7F-6918C4418F67,"Chest armor worn in the village of
the Everforge. Large medallions
denoting mastery are sewn on
as reinforcement. ",0000002C,44,00000004,4,00000001,1,00000001,1,00000001,1,00000001,1,00000001,1,00000001,1,00000000,0,00000000,9E1FDE00,19316180,00000000,00000000,00000000,00000000,00000000,00000001,00000003,00000000,00000000,00000000,00000000,,Imparted Wisdom,Heroics,3,,,,
000001E0,480,00000208,520,6F6B1680,Azuz α,00000004,LEG,83A5CAF5-3C24-4CB1-8311-895902E6E495,Azuz Pants α,F008B0EF-346E-49C4-846B-00F7723CAFD4,"Legwear worn in the village of
the Everforge. The rubbery, oil-
based material is completely
waterproof.",0000002C,44,00000004,4,00000001,1,00000001,1,00000001,1,00000001,1,00000002,2,00000001,1,00000001,1,00000000,9E1FDE00,238443C0,00000000,00000000,00000000,00000000,00000000,00000001,00000003,00000000,00000000,00000000,00000000,,Imparted Wisdom,Geologist,3,,,,
000001E1,481,00000209,521,D381AE40,Suja α,00000003,WAIST,AA759410-BFE6-4A5C-A963-F12C21995B35,Suja Sash α,31393A28-EA98-47D1-B109-6716356988B2,"Waistgear worn in the Peaks of
Accord. A ritual blade hangs at
the sash as blessed protection.",0000002C,44,00000001,1,00000001,1,00000001,1,00000004,4,00000001,1,00000002,2,00000001,1,00000001,1,00000000,9E1FDE00,50462980,00000000,00000000,00000000,00000000,00000000,00000001,00000003,00000000,00000000,00000000,00000000,,Imparted Wisdom,Divine Blessing,3,,,,
000001E2,482,0000020A,522,A6CDF900,Sild α,00000000,HELM,50389E91-95B3-4B85-8BFE-5512891B6530,Sild Hood α,5ED69EEB-EFFC-4693-AD18-B57A2C8831D9,"A hood worn in the Keepers' Vigil.
The cocoon-like fibers afford solid
protection, and breathe well too.",0000002C,44,00000001,1,00000001,1,00000001,1,00000001,1,00000004,4,00000002,2,00000001,1,00000001,1,00000000,9E1FDE00,334A7580,00000000,00000000,00000000,00000000,00000000,00000001,00000003,00000000,00000000,00000000,00000000,,Imparted Wisdom,Botanist,3,,,,
000001E3,483,0000020B,523,A6CDF900,Sild α,00000001,BODY,845F0D71-4FA3-4C3F-8699-9414B97B4A17,Sild Coat α,84A36D08-5AEB-4574-ACA9-DCD9406EDBBE,"A coat worn in the Keepers' Vigil.
Thick, but also extremely light so
as not to impede their daily work.",0000002C,44,00000001,1,00000001,1,00000001,1,00000001,1,00000004,4,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,355173C0,00000000,00000000,00000000,00000000,00000000,00000001,00000004,00000000,00000000,00000000,00000000,,Imparted Wisdom,Wide-Range,4,,,,
000001E4,484,0000020C,524,30376340,Death Stench α,00000000,HELM,4D8D296A-0109-4EE4-9E40-CB3CFF6AA8C8,Death Stench Brain α,F8C972E8-1B28-4DA3-867A-191A438F6FEC,"Accursed armor, said to bring
death. The wearer hears echoes
of their victim's death throes.",0000002C,44,00000003,3,00000002,2,FFFFFFFE,-2,00000003,3,00000004,4,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,510D3C80,F5C29690,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Imparted Wisdom,Resentment,1,Ambush,1,,
000001E5,485,0000020D,525,30376340,Death Stench α,00000001,BODY,FE5BD9E0-44DD-468E-97D3-FB1D6E735BC5,Death Stench Muscle α,A5489DD9-CC5F-4285-8D92-B98A7EC8837C,"Armor said to bring death.
Unworldly light and
penetratingly cold.",0000002C,44,00000003,3,00000002,2,FFFFFFFE,-2,00000003,3,00000004,4,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,510D3C80,F5C29690,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Imparted Wisdom,Resentment,1,Ambush,1,,
000001E6,486,0000020E,526,30376340,Death Stench α,00000002,ARM,7897DB78-C127-4CEE-84D8-6201303767CD,Death Stench Grip α,9DAEEF15-4E05-4154-AA52-568756462D51,"Armor drenched in the stench
of decay and a sensation as if
the god of death resides within.",0000002C,44,00000003,3,00000002,2,FFFFFFFE,-2,00000003,3,00000004,4,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,510D3C80,F5C29690,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Imparted Wisdom,Resentment,1,Ambush,1,,
000001E7,487,0000020F,527,30376340,Death Stench α,00000003,WAIST,FDE74330-9553-4632-8738-9C45E822842B,Death Stench Bowels α,FE95C038-B75A-4BA1-A797-677CBDA5251D,"This gear gives off a stench of
decay, as though death's aroma
permeates the air around you...",0000002C,44,00000003,3,00000002,2,FFFFFFFE,-2,00000003,3,00000004,4,00000002,2,00000001,1,00000000,0,00000000,9E1FDE00,510D3C80,57C69780,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,,Imparted Wisdom,Resentment,1,Intimidator,2,,
000001E8,488,00000210,528,30376340,Death Stench α,00000004,LEG,09437607-6DC1-48C1-A390-8BA85691CAAF,Death Stench Heel α,59E83BD5-380C-43CE-AB9F-25331CF4B8E5,"Modeled on the god of death.
Hearing the black footsteps
means your time has come.",0000002C,44,00000003,3,00000002,2,FFFFFFFE,-2,00000003,3,00000004,4,00000002,2,00000001,1,00000000,0,00000000,9E1FDE00,510D3C80,2A0A4AC0,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,,Imparted Wisdom,Resentment,1,Stun Resistance,2,,
000001E9,489,00000211,529,B47D8280,Butterfly α,00000000,HELM,2B0425EF-4EEB-4B11-A54E-8A846BE9484A,Butterfly Vertex α,297946FD-CF2B-45F3-9D7E-792AF1BDC6E2,"Dazzling armor made from insect
parts. Its light weight and color
are proof of one's class.",0000002C,44,FFFFFFFF,-1,FFFFFFFF,-1,00000002,2,00000000,0,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,9B4DED80,089F5840,2829B900,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,,Imparted Wisdom,Constitution,1,Evade Window,1,Evade Extender,1
000001EA,490,00000212,530,B47D8280,Butterfly α,00000001,BODY,1E53AA2C-D34C-47A6-B982-972812200E34,Butterfly Thorax α,2E64287D-06D8-4917-A044-DCD790309F2A,"Dazzling armor made from
insect parts. The wearer's every
movement exudes elegance.",0000002C,44,FFFFFFFF,-1,FFFFFFFF,-1,00000002,2,00000000,0,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,9B4DED80,089F5840,2829B900,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,,Imparted Wisdom,Constitution,1,Evade Window,1,Evade Extender,1
000001EB,491,00000213,531,B47D8280,Butterfly α,00000002,ARM,FFCA6B07-032C-48AD-9AE4-5A26B6B5E92B,Butterfly Brachia α,2FD0A1C1-2453-4108-9DF2-C345789FA3FC,"Dazzling armor made from insect
parts. The gorgeous material
has a lovely silky feel to it.",0000002C,44,FFFFFFFF,-1,FFFFFFFF,-1,00000002,2,00000000,0,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,9B4DED80,089F5840,BD27BF80,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,,Imparted Wisdom,Constitution,1,Evade Window,1,Recovery Speed,2
000001EC,492,00000214,532,B47D8280,Butterfly α,00000003,WAIST,DE4F72E5-8616-4DE4-9E6C-5F9C7BAF5E61,Butterfly Elytra α,1F7A3A3D-0683-4F5C-A781-A67213EA4934,"Dazzling armor made from insect
parts. It radiates style akin
to that of nobility.",0000002C,44,FFFFFFFF,-1,FFFFFFFF,-1,00000002,2,00000000,0,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,9B4DED80,089F5840,2829B900,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,,Imparted Wisdom,Constitution,1,Evade Window,1,Evade Extender,1
000001ED,493,00000215,533,B47D8280,Butterfly α,00000004,LEG,BAEFD3BE-41DF-440C-8C46-6A6A29EA568C,Butterfly Crura α,A1E15AB9-0C86-4A7E-889F-CDCFD1850149,"Dazzling armor made from insect
parts. Its light weight and
color are proof of one's class.",0000002C,44,FFFFFFFF,-1,FFFFFFFF,-1,00000002,2,00000000,0,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,9B4DED80,089F5840,B6595880,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,,Imparted Wisdom,Constitution,1,Evade Window,1,Recovery Up,2
000001EE,494,00000216,534,380611C0,King Beetle α,00000000,HELM,61E02982-6377-4B5B-A1C5-9D816753BDFA,King Beetle Vertex α,BC67476E-CE59-43E2-BC14-902FDA138E65,"Armor to fulfill the ambitions
of those who dreamed of wielding
the power to rule over bugdom.",0000002C,44,FFFFFFFF,-1,FFFFFFFF,-1,00000002,2,00000000,0,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,19316180,01A66F88,F47E9280,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,,Imparted Wisdom,Heroics,1,Foray,1,Sleep Resistance,1
000001EF,495,00000217,535,380611C0,King Beetle α,00000001,BODY,D5D378C7-D3CE-401B-A097-9DF3C983201F,King Beetle Thorax α,93E46E6E-1E55-4F8C-A6FC-141370B3A033,"Chest armor so tough it's hard
to believe that it's made from
insect parts.",0000002C,44,FFFFFFFF,-1,FFFFFFFF,-1,00000002,2,00000000,0,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,19316180,01A66F88,1F217EC0,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,,Imparted Wisdom,Heroics,1,Foray,1,Paralysis Resistance,1
000001F0,496,00000218,536,380611C0,King Beetle α,00000002,ARM,0112C909-E228-493B-983A-D714377473A7,King Beetle Brachia α,C085E183-5176-4074-805C-42353D5C5822,"Armor to fulfill the ambitions
of those who dreamed of wielding
the power to rule over bug-kind.",0000002C,44,FFFFFFFF,-1,FFFFFFFF,-1,00000002,2,00000000,0,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,19316180,01A66F88,56FF6980,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,,Imparted Wisdom,Heroics,1,Foray,1,Poison Resistance,1
000001F1,497,00000219,537,380611C0,King Beetle α,00000003,WAIST,1A5BEFCA-ACB1-4DC4-8D41-C0FBA6C65973,King Beetle Elytra α,C1864FF0-8F42-496F-85D6-6B0B61A01123,"Waistgear made from insect
materials. Wearers resemble
a black bullet when running.",0000002C,44,FFFFFFFF,-1,FFFFFFFF,-1,00000002,2,00000000,0,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,19316180,CCF58D00,1F217EC0,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,,Imparted Wisdom,Heroics,1,Flayer,1,Paralysis Resistance,1
000001F2,498,0000021A,538,380611C0,King Beetle α,00000004,LEG,AD2B7588-FB1E-4B02-88BE-8F85E24B2E37,King Beetle Crura α,432AB0A8-1FF3-41AF-84B4-8771BC2C96B7,"Armor so perfect that one could
get tread upon by a wyvern and
not even flinch.",0000002C,44,FFFFFFFF,-1,FFFFFFFF,-1,00000002,2,00000000,0,00000002,2,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,19316180,CCF58D00,56FF6980,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,,Imparted Wisdom,Heroics,1,Flayer,1,Poison Resistance,1
000001F3,499,0000021B,539,2614B600,High Metal α,00000000,HELM,38E1CE41-7D72-46CC-86CB-09E1CCDDEA82,High Metal Helm α,4F16E515-60C9-4B61-B417-FF8F122FE268,"Armor made from a generous
portion of ore. Don't worry, it
breathes surprisingly well.",0000002C,44,00000000,0,FFFFFFFF,-1,FFFFFFFE,-2,00000003,3,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,2A0A4AC0,57AD1280,00000000,00000000,00000000,00000000,00000001,00000003,00000001,00000000,00000000,00000000,,Imparted Wisdom,Stun Resistance,3,Partbreaker,1,,
000001F4,500,0000021C,540,2614B600,High Metal α,00000001,BODY,FDC87EAD-38A4-49C9-862B-DAAE8422271A,High Metal Mail α,CD6435EF-AE4A-47E9-9F38-8FFBBCF4216D,"Armor made from a generous
portion of ore. Can repel even
the fiercest blows.",0000002C,44,00000000,0,FFFFFFFF,-1,FFFFFFFE,-2,00000003,3,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,5ABFCA00,57AD1280,00000000,00000000,00000000,00000000,00000001,00000003,00000001,00000000,00000000,00000000,,Imparted Wisdom,Iron Skin,3,Partbreaker,1,,
000001F5,501,0000021D,541,2614B600,High Metal α,00000002,ARM,778E4DB8-F799-4E2B-8449-FCB4E0185DA2,High Metal Braces α,9C9279B8-D3EE-48F7-B80E-07EDD4E3EAB8,"Armor made from a generous
portion of ore. Ordinary attacks
won't even scratch it!",0000002C,44,00000000,0,FFFFFFFF,-1,FFFFFFFE,-2,00000003,3,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,30E61800,57AD1280,00000000,00000000,00000000,00000000,00000001,00000003,00000001,00000000,00000000,00000000,,Imparted Wisdom,Blast Resistance,3,Partbreaker,1,,
000001F6,502,0000021E,542,2614B600,High Metal α,00000003,WAIST,314073D6-E288-4EA4-8BA2-786F9C0560F9,High Metal Coil α,1C17CB40-5A02-49F9-86BF-4B11AA2F9C58,"Armor made from a generous
portion of ore. Has multiple
layers for extra protection.",0000002C,44,00000000,0,FFFFFFFF,-1,FFFFFFFE,-2,00000003,3,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,CCE2EBC0,F3FE2E80,00000000,00000000,00000000,00000000,00000001,00000003,00000002,00000000,00000000,00000000,,Imparted Wisdom,Bombardier,3,Aquatic/Oilsilt Mobility,2,,
000001F7,503,0000021F,543,2614B600,High Metal α,00000004,LEG,F780350F-37A1-4694-A322-AC3761349A4D,High Metal Greaves α,33D9DEC1-DB0F-4E95-9BCE-332A11016E16,"Armor made from a generous
portion of ore. Renowned for
its ability to withstand monster
attacks.",0000002C,44,00000000,0,FFFFFFFF,-1,FFFFFFFE,-2,00000003,3,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,2C44A0C0,73AE9380,00000000,00000000,00000000,00000000,00000001,00000003,00000003,00000000,00000000,00000000,,Imparted Wisdom,Flinch Free,3,Bleeding Resistance,3,,
000001F8,504,00000220,544,3500A180,Battle α,00000000,HELM,71D9FC9C-EC98-4602-A605-C23566499329,Battle Helm α,904A0CB2-C0F1-4570-A286-9AAFA3E7E94A,"Head armor designed for seasoned
hunters. They say it must be
earned, so novices dare not wear
it.",0000002C,44,00000002,2,FFFFFFFF,-1,FFFFFFFF,-1,00000000,0,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,ED31F720,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Imparted Wisdom,Stamina Surge,2,,,,
000001F9,505,00000221,545,3500A180,Battle α,00000001,BODY,117B7A3D-1372-4A6F-86AC-D4E11F121568,Battle Mail α,EBBDB883-5A57-4124-BF8A-CFB4DF9113CB,"Chest armor designed for seasoned
hunters. Stylish, useful, and solid
protection—it checks all the boxes.",0000002C,44,00000002,2,FFFFFFFF,-1,FFFFFFFF,-1,00000000,0,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,79E68180,F47E9280,00000000,00000000,00000000,00000000,00000001,00000003,00000002,00000000,00000000,00000000,,Imparted Wisdom,Hunger Resistance,3,Sleep Resistance,2,,
000001FA,506,00000222,546,3500A180,Battle α,00000002,ARM,C3A48893-B601-4085-862D-2CEDC5580A26,Battle Vambraces α,862391FF-1F28-4489-A076-A16839E9D80E,"Armguards designed for seasoned
hunters. Highly utile, with extra
consideration given to mobility.",0000002C,44,00000002,2,FFFFFFFF,-1,FFFFFFFF,-1,00000000,0,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,32B386C0,00000000,00000000,00000000,00000000,00000000,00000001,00000003,00000000,00000000,00000000,00000000,,Imparted Wisdom,Free Meal,3,,,,
000001FB,507,00000223,547,3500A180,Battle α,00000003,WAIST,8E3AF38C-634D-4E7A-9BCC-29C8544E1075,Battle Coil α,7B14250B-0B51-4CCD-834F-CBC277DC82BA,"Waistgear designed for seasoned
hunters. The striking design offers
a light, functional build.",0000002C,44,00000002,2,FFFFFFFF,-1,FFFFFFFF,-1,00000000,0,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,9B96D580,75316800,00000000,00000000,00000000,00000000,00000001,00000003,00000002,00000000,00000000,00000000,,Imparted Wisdom,Item Prolonger,3,Bind Resistance,2,,
000001FC,508,00000224,548,3500A180,Battle α,00000004,LEG,C4C46D5A-19C6-4875-A9A4-A04B3D53A21E,Battle Greaves α,DB4B82FB-C3E7-4E4F-9641-DC1C92C76A88,"Leg armor designed for seasoned
hunters. No compromises were
made for this sought-after
masterpiece.",0000002C,44,00000002,2,FFFFFFFF,-1,FFFFFFFF,-1,00000000,0,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,D7508FC0,9B4DED80,00000000,00000000,00000000,00000000,00000001,00000003,00000002,00000000,00000000,00000000,,Imparted Wisdom,Marathon Runner,3,Constitution,2,,
000001FD,509,00000225,549,CE7B8840,Melahoa α,00000000,HELM,80A638BA-5F03-44BB-B7DB-29D46962753A,Melahoa Hat α,11C2AB73-5ADE-406C-AB5B-DA6F1F90E684,"Fragrant head protection that
instills a deep longing to return
to the old days.",0000002C,44,00000000,0,00000001,1,00000003,3,00000000,0,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,DCA774C0,56FF6980,00000000,00000000,00000000,00000000,00000001,00000003,00000002,00000000,00000000,00000000,,Imparted Wisdom,Survival Expert,3,Poison Resistance,2,,
000001FE,510,00000226,550,CE7B8840,Melahoa α,00000001,BODY,10073ECB-C4D8-4E8F-B7C3-A723902A9613,Melahoa Jacket α,C38F628B-313F-4534-9EF7-C1A754FB8925,"Fragrant chest armor that brings
tears to the wearer's eyes as they
cannot help remembering the
past.",0000002C,44,00000000,0,00000001,1,00000003,3,00000000,0,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,1BFC9E00,00000000,00000000,00000000,00000000,00000000,00000001,00000003,00000000,00000000,00000000,00000000,,Imparted Wisdom,Tool Specialist,3,,,,
000001FF,511,00000227,551,CE7B8840,Melahoa α,00000002,ARM,0F4C4B50-B46E-4C12-B086-BA3F46FF3F97,Melahoa Branch α,D0E8839A-A0F6-4CED-8794-4012A8EA7659,"Fragrant armguards with pastel
coloring and a nostalgic scent
that tug at an aging hunter's
heart.",0000002C,44,00000000,0,00000001,1,00000003,3,00000000,0,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,BD27BF80,1F217EC0,00000000,00000000,00000000,00000000,00000001,00000003,00000002,00000000,00000000,00000000,,Imparted Wisdom,Recovery Speed,3,Paralysis Resistance,2,,
00000200,512,00000228,552,CE7B8840,Melahoa α,00000003,WAIST,650F3979-E6B2-4E52-B7FA-C67031BB20E1,Melahoa Folia α,70756383-5702-4162-B90D-0F9D32F594F6,"Fragrant waistgear that is
silky to the touch. Its sweet
scent reminds hunters of times
gone by.",0000002C,44,00000000,0,00000001,1,00000003,3,00000000,0,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,B6595880,73AE9380,00000000,00000000,00000000,00000000,00000001,00000003,00000002,00000000,00000000,00000000,,Imparted Wisdom,Recovery Up,3,Bleeding Resistance,2,,
00000201,513,00000229,553,CE7B8840,Melahoa α,00000004,LEG,419F378E-CDA5-4D15-B05F-C53812FB7E9F,Melahoa Roots α,5A322253-4822-471F-9E13-B2BFF6A0528A,"Fragrant leg armor that could
intoxicate even a wyvern with its
sweet, wafting aroma.",0000002C,44,00000000,0,00000001,1,00000003,3,00000000,0,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9E1FDE00,E34E1EE0,00000000,00000000,00000000,00000000,00000000,00000001,00000003,00000000,00000000,00000000,00000000,,Imparted Wisdom,Mushroomancer,3,,,,
00000207,519,0000022A,554,6086F680,Artian α,00000000,HELM,8A310DF8-4D61-42AB-AC8F-07473F79CFD4,Artian Helm α,05670732-1AE4-41AA-A8EA-5C305AA1F2F5,"Head armor made of eldritch
scraps. Artisans debated its
design for seven nights.",0000002C,44,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000002,2,00000003,3,00000002,2,00000001,1,00000000,0,00000000,8651EA80,CCF58D00,0B7D15C0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Guardian's Protection,Flayer,1,Earplugs,1,,
00000208,520,0000022B,555,6086F680,Artian α,00000001,BODY,3447B6C6-227A-4D04-8969-020D0294EE5B,Artian Mail α,A455664D-78DF-47A4-B98F-012E7A916BE9,"Chest armor made from eldritch
scraps, which even the Smithy
struggled with.",0000002C,44,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000002,2,00000003,3,00000002,2,00000001,1,00000001,1,00000000,8651EA80,CCF58D00,19517360,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Guardian's Protection,Flayer,1,Adaptability,1,,
00000209,521,0000022C,556,6086F680,Artian α,00000002,ARM,C6EB7219-9D8A-49A2-A0F5-B53A0CCC4B8B,Artian Vambraces α,660D47A6-1C3C-4720-8DEF-07A4812A7E40,"Arm guards made from eldritch
scraps. Unlocking its potential
took patience.",0000002C,44,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000002,2,00000003,3,00000002,2,00000000,0,00000000,0,00000000,8651EA80,CCF58D00,DE183740,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,,Guardian's Protection,Flayer,1,Blight Resistance,2,,
0000020A,522,0000022D,557,6086F680,Artian α,00000003,WAIST,C85E506E-37A9-4AAA-A8EB-03EB16A201F9,Artian Coil α,7DAE38D4-3DCA-4CFD-9E24-8D62A6D9AA18,"Waistgear made from eldritch
scraps. Its original purpose
remains a mystery.",0000002C,44,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000002,2,00000003,3,00000002,2,00000000,0,00000000,0,00000000,8651EA80,CCF58D00,CA9ABE00,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,,Guardian's Protection,Flayer,1,Windproof,2,,
0000020B,523,0000022E,558,6086F680,Artian α,00000004,LEG,C7BA642D-40FA-419B-BDB2-E5E9054AAAA0,Artian Greaves α,4234579F-E5AE-4FB1-8069-EEF60D6F1964,"Leg armor made from eldritch
scraps. Wearing it bestows
tremendous power.",0000002C,44,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000002,2,00000003,3,00000002,2,00000000,0,00000000,0,00000000,8651EA80,CCF58D00,DBAB9E00,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,,Guardian's Protection,Flayer,1,Tremor Resistance,2,,
