Index Raw,Index,Recipe Number Raw,Recipe Number,Series Raw,Series,Armour Type Raw,Type,Key Item Raw,Key Item,Key Enemy Raw,Key Enemy,Key Story,HR Flag Raw,HR Flag,Time Rank Raw,Time Rank,Item 1 Raw,Item 2 Raw,Item 3 Raw,Item 4 Raw,ItemNum 1 Raw,ItemNum 2 Raw,ItemNum 3 Raw,ItemNum 4 Raw,Item 1,Number 1,Item 2,Number 2,Item 3,Number 3,Item 4,Number 4
00000121,289,BFCE47B0,-1077000272,BFCDD280,Ingot α,00000002,ARM,00000000,,00000000,-,85F88180,00000000,0,00000000,NONE,00000246,00000038,00000242,00000000,00000001,00000002,00000002,00000000,Fucium Ore,1,Carbalite Ore,2,Lightcrystal,2,,0
00000122,290,BFCE6EC0,-1076990272,BFCDD280,Ingot α,00000003,WAIST,00000000,,00000000,-,85F88180,00000000,0,00000000,NONE,00000246,00000038,00000243,00000000,00000001,00000003,00000001,00000000,Fucium Ore,1,Carbalite Ore,3,Novacrystal,1,,0
00000123,291,BFCE95D0,-1076980272,BFCDD280,Ingot α,00000004,LEG,00000000,,00000000,-,85F88180,00000000,0,00000000,NONE,00000246,00000038,00000244,00000000,00000001,00000001,00000002,00000000,Fucium Ore,1,Carbalite Ore,1,Firestone,2,,0
00000124,292,0F200160,253755744,0F1F6520,Guardian Seikret α,00000003,WAIST,00000000,,00000000,-,85F88180,00000000,0,00000000,NONE,000001F7,0000024C,00000000,00000000,00000004,00000004,00000000,00000000,Guardian Seikret Feather+,4,Tough Guardian Bone,4,,0,,0
00000125,293,EAD52E60,-355127712,EAD49220,Guardian Seikret β,00000003,WAIST,00000000,,00000000,-,85F88180,00000000,0,00000000,NONE,000001F7,0000024C,00000000,00000000,00000004,00000004,00000000,00000000,Guardian Seikret Feather+,4,Tough Guardian Bone,4,,0,,0
00000126,294,F1C8C7E0,-238499872,F1C80490,Gajau α,00000004,LEG,00000000,,00000000,-,85F88180,00000000,0,00000000,NONE,00000266,000001EA,00000000,00000000,00000003,00000005,00000000,00000000,Gajau Hide,3,Monster Broth,5,,0,,0
00000127,295,5900A110,1493213456,59007A00,Guardian Fulgur α,00000000,HELM,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000000,0,00000000,NONE,00000248,000001E2,000001E4,00000256,00000001,00000005,00000004,00000003,Guardian Fulgur Certificate S,1,Guardian Fulgur Pelt+,5,Guardian Fulgur Nosebone+,4,Thunder Sac,3
00000128,296,5900C820,1493223456,59007A00,Guardian Fulgur α,00000001,BODY,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000000,0,00000000,NONE,00000248,000001E4,000001E3,0000005C,00000002,00000004,00000004,00000001,Guardian Fulgur Certificate S,2,Guardian Fulgur Nosebone+,4,Guardian Fulgur Fang+,4,Wyvern Gem,1
00000129,297,5900EF30,1493233456,59007A00,Guardian Fulgur α,00000002,ARM,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000000,0,00000000,NONE,000001E1,000001E3,00000299,00000000,00000005,00000003,00000003,00000000,Guardian Fulgur Scale+,5,Guardian Fulgur Fang+,3,Guardian Pelt+,3,,0
0000012A,298,59011640,1493243456,59007A00,Guardian Fulgur α,00000003,WAIST,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000000,0,00000000,NONE,00000248,000001E1,000001E3,000001E6,00000001,00000003,00000002,00000001,Guardian Fulgur Certificate S,1,Guardian Fulgur Scale+,3,Guardian Fulgur Fang+,2,Guardian Fulgur Gem,1
0000012B,299,59013D50,1493253456,59007A00,Guardian Fulgur α,00000004,LEG,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000000,0,00000000,NONE,000001E1,000001E2,000001E5,00000260,00000006,00000006,00000002,00000002,Guardian Fulgur Scale+,6,Guardian Fulgur Pelt+,6,Guardian Fulgur Tail,2,Guardian Blood+,2
0000012C,300,66DCD790,1725749136,66DCB080,Guardian Fulgur β,00000000,HELM,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000000,0,00000000,NONE,00000248,000001E2,000001E4,00000256,00000001,00000005,00000004,00000003,Guardian Fulgur Certificate S,1,Guardian Fulgur Pelt+,5,Guardian Fulgur Nosebone+,4,Thunder Sac,3
0000012D,301,66DCFEA0,1725759136,66DCB080,Guardian Fulgur β,00000001,BODY,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000000,0,00000000,NONE,00000248,000001E4,000001E3,0000005C,00000002,00000004,00000004,00000001,Guardian Fulgur Certificate S,2,Guardian Fulgur Nosebone+,4,Guardian Fulgur Fang+,4,Wyvern Gem,1
0000012E,302,66DD25B0,1725769136,66DCB080,Guardian Fulgur β,00000002,ARM,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000000,0,00000000,NONE,000001E1,000001E3,00000299,00000000,00000005,00000003,00000003,00000000,Guardian Fulgur Scale+,5,Guardian Fulgur Fang+,3,Guardian Pelt+,3,,0
0000012F,303,66DD4CC0,1725779136,66DCB080,Guardian Fulgur β,00000003,WAIST,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000000,0,00000000,NONE,00000248,000001E1,000001E3,000001E6,00000001,00000003,00000002,00000001,Guardian Fulgur Certificate S,1,Guardian Fulgur Scale+,3,Guardian Fulgur Fang+,2,Guardian Fulgur Gem,1
00000130,304,66DD73D0,1725789136,66DCB080,Guardian Fulgur β,00000004,LEG,00000000,,0663AA30,Guardian Fulgur Anjanath,00000000,00000000,0,00000000,NONE,000001E1,000001E2,000001E5,00000260,00000006,00000006,00000002,00000002,Guardian Fulgur Scale+,6,Guardian Fulgur Pelt+,6,Guardian Fulgur Tail,2,Guardian Blood+,2
00000131,305,34B75990,884431248,34B73280,Doshaguma α,00000000,HELM,0000013D,Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,00000141,00000140,0000024D,00000000,00000002,00000003,00000002,00000000,Doshaguma Certificate S,2,Doshaguma Fang+,3,Quality Bone,2,,0
00000132,306,34B780A0,884441248,34B73280,Doshaguma α,00000001,BODY,0000013D,Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,00000141,0000013E,00000140,000001E7,00000001,00000005,00000002,00000002,Doshaguma Certificate S,1,Doshaguma Hide+,5,Doshaguma Fang+,2,Herbivore Carapace,2
00000133,307,34B7A7B0,884451248,34B73280,Doshaguma α,00000002,ARM,0000013D,Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000013D,0000013F,00000140,00000292,00000003,00000002,00000002,00000003,Doshaguma Fur+,3,Doshaguma Claw+,2,Doshaguma Fang+,2,Great Stoutbone,3
00000134,308,34B7CEC0,884461248,34B73280,Doshaguma α,00000003,WAIST,0000013D,Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,00000141,0000013D,0000013F,00000025,00000001,00000005,00000003,00000001,Doshaguma Certificate S,1,Doshaguma Fur+,5,Doshaguma Claw+,3,Beast Gem,1
00000135,309,34B7F5D0,884471248,34B73280,Doshaguma α,00000004,LEG,0000013D,Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000013D,0000013E,0000013F,00000062,00000003,00000004,00000002,00000002,Doshaguma Fur+,3,Doshaguma Hide+,4,Doshaguma Claw+,2,Acute Fang,2
00000136,310,07C468C0,130312384,07C441B0,Doshaguma β,00000000,HELM,0000013D,Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,00000141,00000140,0000024D,00000000,00000002,00000003,00000002,00000000,Doshaguma Certificate S,2,Doshaguma Fang+,3,Quality Bone,2,,0
00000137,311,07C48FD0,130322384,07C441B0,Doshaguma β,00000001,BODY,0000013D,Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,00000141,0000013E,00000140,000001E7,00000001,00000005,00000002,00000002,Doshaguma Certificate S,1,Doshaguma Hide+,5,Doshaguma Fang+,2,Herbivore Carapace,2
00000138,312,07C4B6E0,130332384,07C441B0,Doshaguma β,00000002,ARM,0000013D,Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000013D,0000013F,00000140,00000292,00000003,00000002,00000002,00000003,Doshaguma Fur+,3,Doshaguma Claw+,2,Doshaguma Fang+,2,Great Stoutbone,3
00000139,313,07C4DDF0,130342384,07C441B0,Doshaguma β,00000003,WAIST,0000013D,Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,00000141,0000013D,0000013F,00000025,00000001,00000005,00000003,00000001,Doshaguma Certificate S,1,Doshaguma Fur+,5,Doshaguma Claw+,3,Beast Gem,1
0000013A,314,07C50500,130352384,07C441B0,Doshaguma β,00000004,LEG,0000013D,Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000013D,0000013E,0000013F,00000062,00000003,00000004,00000002,00000002,Doshaguma Fur+,3,Doshaguma Hide+,4,Doshaguma Claw+,2,Acute Fang,2
0000013B,315,1C25F730,472250160,1C25D020,Guardian Doshaguma α,00000000,HELM,0000018B,Guardian Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000018F,0000018D,0000018E,00000260,00000002,00000002,00000003,00000002,G. Doshaguma Certificate S,2,Guardian Doshaguma Claw+,2,Guardian Doshaguma Fang+,3,Guardian Blood+,2
0000013C,316,1C261E40,472260160,1C25D020,Guardian Doshaguma α,00000001,BODY,0000018B,Guardian Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000018B,0000018D,00000299,00000000,00000003,00000002,00000003,00000000,Guardian Doshaguma Fur+,3,Guardian Doshaguma Claw+,2,Guardian Pelt+,3,,0
0000013D,317,1C264550,472270160,1C25D020,Guardian Doshaguma α,00000002,ARM,0000018B,Guardian Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000018F,0000018B,0000018D,00000025,00000001,00000005,00000003,00000001,G. Doshaguma Certificate S,1,Guardian Doshaguma Fur+,5,Guardian Doshaguma Claw+,3,Beast Gem,1
0000013E,318,1C266C60,472280160,1C25D020,Guardian Doshaguma α,00000003,WAIST,0000018B,Guardian Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000018B,0000018C,0000018E,00000291,00000003,00000004,00000002,00000002,Guardian Doshaguma Fur+,3,Guardian Doshaguma Hide+,4,Guardian Doshaguma Fang+,2,Stoutbone,2
0000013F,319,1C269370,472290160,1C25D020,Guardian Doshaguma α,00000004,LEG,0000018B,Guardian Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000018F,0000018C,0000018E,000001F7,00000001,00000005,00000002,00000002,G. Doshaguma Certificate S,1,Guardian Doshaguma Hide+,5,Guardian Doshaguma Fang+,2,Guardian Seikret Feather+,2
00000140,320,01C85B74,29907828,01C83464,Guardian Doshaguma β,00000000,HELM,0000018B,Guardian Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000018F,0000018D,0000018E,00000260,00000002,00000002,00000003,00000002,G. Doshaguma Certificate S,2,Guardian Doshaguma Claw+,2,Guardian Doshaguma Fang+,3,Guardian Blood+,2
00000141,321,01C88284,29917828,01C83464,Guardian Doshaguma β,00000001,BODY,0000018B,Guardian Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000018B,0000018D,00000299,00000000,00000003,00000002,00000003,00000000,Guardian Doshaguma Fur+,3,Guardian Doshaguma Claw+,2,Guardian Pelt+,3,,0
00000142,322,01C8A994,29927828,01C83464,Guardian Doshaguma β,00000002,ARM,0000018B,Guardian Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000018F,0000018B,0000018D,00000025,00000001,00000005,00000003,00000001,G. Doshaguma Certificate S,1,Guardian Doshaguma Fur+,5,Guardian Doshaguma Claw+,3,Beast Gem,1
00000143,323,01C8D0A4,29937828,01C83464,Guardian Doshaguma β,00000003,WAIST,0000018B,Guardian Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000018B,0000018C,0000018E,00000291,00000003,00000004,00000002,00000002,Guardian Doshaguma Fur+,3,Guardian Doshaguma Hide+,4,Guardian Doshaguma Fang+,2,Stoutbone,2
00000144,324,01C8F7B4,29947828,01C83464,Guardian Doshaguma β,00000004,LEG,0000018B,Guardian Doshaguma Fur+,00000000,-,00000000,00000000,0,00000000,NONE,0000018F,0000018C,0000018E,000001F7,00000001,00000005,00000002,00000002,G. Doshaguma Certificate S,1,Guardian Doshaguma Hide+,5,Guardian Doshaguma Fang+,2,Guardian Seikret Feather+,2
00000145,325,71929790,1905432464,71927080,Ajarakan α,00000000,HELM,00000172,Ajarakan Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000177,00000173,00000174,0000024A,00000001,00000005,00000004,00000002,Ajarakan Certificate S,1,Ajarakan Carapace,5,Ajarakan Ridge+,4,Charred Oilbone,2
00000146,326,7192BEA0,1905442464,71927080,Ajarakan α,00000001,BODY,00000172,Ajarakan Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000172,00000175,00000292,00000000,00000005,00000003,00000003,00000000,Ajarakan Scale+,5,Ajarakan Jewel+,3,Great Stoutbone,3,,0
00000147,327,7192E5B0,1905452464,71927080,Ajarakan α,00000002,ARM,00000172,Ajarakan Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000177,00000175,00000172,00000176,00000001,00000002,00000003,00000001,Ajarakan Certificate S,1,Ajarakan Jewel+,2,Ajarakan Scale+,3,Ajarakan Medulla,1
00000148,328,71930CC0,1905462464,71927080,Ajarakan α,00000003,WAIST,00000172,Ajarakan Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000177,00000174,0000016E,00000170,00000002,00000002,00000002,00000001,Ajarakan Certificate S,2,Ajarakan Ridge+,2,Ajarakan Tail,2,Ajarakan Marrow,1
00000149,329,719333D0,1905472464,71927080,Ajarakan α,00000004,LEG,00000172,Ajarakan Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000172,00000173,00000175,00000174,00000006,00000006,00000004,00000003,Ajarakan Scale+,6,Ajarakan Carapace,6,Ajarakan Jewel+,4,Ajarakan Ridge+,3
0000014A,330,50C09C90,1354800272,50C07580,Ajarakan β,00000000,HELM,00000172,Ajarakan Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000177,00000173,00000174,0000024A,00000001,00000005,00000004,00000002,Ajarakan Certificate S,1,Ajarakan Carapace,5,Ajarakan Ridge+,4,Charred Oilbone,2
0000014B,331,50C0C3A0,1354810272,50C07580,Ajarakan β,00000001,BODY,00000172,Ajarakan Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000172,00000175,00000292,00000000,00000005,00000003,00000003,00000000,Ajarakan Scale+,5,Ajarakan Jewel+,3,Great Stoutbone,3,,0
0000014C,332,50C0EAB0,1354820272,50C07580,Ajarakan β,00000002,ARM,00000172,Ajarakan Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000177,00000175,00000172,00000176,00000001,00000002,00000003,00000001,Ajarakan Certificate S,1,Ajarakan Jewel+,2,Ajarakan Scale+,3,Ajarakan Medulla,1
0000014D,333,50C111C0,1354830272,50C07580,Ajarakan β,00000003,WAIST,00000172,Ajarakan Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000177,00000174,0000016E,00000170,00000002,00000002,00000002,00000001,Ajarakan Certificate S,2,Ajarakan Ridge+,2,Ajarakan Tail,2,Ajarakan Marrow,1
0000014E,334,50C138D0,1354840272,50C07580,Ajarakan β,00000004,LEG,00000172,Ajarakan Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000172,00000173,00000175,00000174,00000006,00000006,00000004,00000003,Ajarakan Scale+,6,Ajarakan Carapace,6,Ajarakan Jewel+,4,Ajarakan Ridge+,3
0000014F,335,5C89CB10,1552534288,5C89A400,Guardian Ebony α,00000000,HELM,000001B1,Guardian Ebony Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001B1,000001B2,000001B3,000001B4,00000006,00000006,00000004,00000003,Guardian Ebony Scale+,6,Guardian Ebony Sinew+,6,Guardian Ebony Claw+,4,Guardian Ebony Fang+,3
00000150,336,5C89F220,1552544288,5C89A400,Guardian Ebony α,00000001,BODY,000001B1,Guardian Ebony Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001B1,000001B3,000001C7,00000000,00000005,00000003,00000003,00000000,Guardian Ebony Scale+,5,Guardian Ebony Claw+,3,Guardian Scale+,3,,0
00000151,337,5C8A1930,1552554288,5C89A400,Guardian Ebony α,00000002,ARM,000001B1,Guardian Ebony Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001B6,000001B3,000001B1,000001B5,00000001,00000002,00000003,00000001,G. Ebony Odogaron Certificate S,1,Guardian Ebony Claw+,2,Guardian Ebony Scale+,3,Guardian Ebony Gem,1
00000152,338,5C8A4040,1552564288,5C89A400,Guardian Ebony α,00000003,WAIST,000001B1,Guardian Ebony Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001B6,000001B4,000001AE,000001AF,00000002,00000002,00000002,00000001,G. Ebony Odogaron Certificate S,2,Guardian Ebony Fang+,2,Guardian Ebony Tail,2,Guardian Ebony Plate,1
00000153,339,5C8A6750,1552574288,5C89A400,Guardian Ebony α,00000004,LEG,000001B1,Guardian Ebony Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001B6,000001B2,000001B4,0000024C,00000001,00000005,00000004,00000002,G. Ebony Odogaron Certificate S,1,Guardian Ebony Sinew+,5,Guardian Ebony Fang+,4,Tough Guardian Bone,2
00000154,340,076C3428,124531752,076C0D18,Guardian Ebony β,00000000,HELM,000001B1,Guardian Ebony Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001B1,000001B2,000001B3,000001B4,00000006,00000006,00000004,00000003,Guardian Ebony Scale+,6,Guardian Ebony Sinew+,6,Guardian Ebony Claw+,4,Guardian Ebony Fang+,3
00000155,341,076C5B38,124541752,076C0D18,Guardian Ebony β,00000001,BODY,000001B1,Guardian Ebony Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001B1,000001B3,000001C7,00000000,00000005,00000003,00000003,00000000,Guardian Ebony Scale+,5,Guardian Ebony Claw+,3,Guardian Scale+,3,,0
00000156,342,076C8248,124551752,076C0D18,Guardian Ebony β,00000002,ARM,000001B1,Guardian Ebony Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001B6,000001B3,000001B1,000001B5,00000001,00000002,00000003,00000001,G. Ebony Odogaron Certificate S,1,Guardian Ebony Claw+,2,Guardian Ebony Scale+,3,Guardian Ebony Gem,1
00000157,343,076CA958,124561752,076C0D18,Guardian Ebony β,00000003,WAIST,000001B1,Guardian Ebony Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001B6,000001B4,000001AE,000001AF,00000002,00000002,00000002,00000001,G. Ebony Odogaron Certificate S,2,Guardian Ebony Fang+,2,Guardian Ebony Tail,2,Guardian Ebony Plate,1
00000158,344,076CD068,124571752,076C0D18,Guardian Ebony β,00000004,LEG,000001B1,Guardian Ebony Scale+,00000000,-,00000000,00000000,0,00000000,NONE,000001B6,000001B2,000001B4,0000024C,00000001,00000005,00000004,00000002,G. Ebony Odogaron Certificate S,1,Guardian Ebony Sinew+,5,Guardian Ebony Fang+,4,Tough Guardian Bone,2
00000159,345,D087DE90,-796402032,D087B780,Xu Wu α,00000000,HELM,000001BF,Xu Wu Hide+,00000000,-,00000000,00000000,0,00000000,NONE,0000012A,000001C1,000001C3,000001BD,00000002,00000004,00000005,00000001,Xu Wu Certificate S,2,Xu Wu Tentacle+,4,Xu Wu Fang+,5,Xu Wu Cerebrospinal Fluid,1
0000015A,346,D08805A0,-796392032,D087B780,Xu Wu α,00000001,BODY,000001BF,Xu Wu Hide+,00000000,-,00000000,00000000,0,00000000,NONE,0000012A,000001BF,000001C2,000001C4,00000001,00000004,00000004,00000001,Xu Wu Certificate S,1,Xu Wu Hide+,4,Xu Wu Claw+,4,Xu Wu Umbragem,1
0000015B,347,D0882CB0,-796382032,D087B780,Xu Wu α,00000002,ARM,000001BF,Xu Wu Hide+,00000000,-,00000000,00000000,0,00000000,NONE,000001BF,000001C0,000001C2,000001C3,00000006,00000006,00000003,00000003,Xu Wu Hide+,6,Golden Corneum+,6,Xu Wu Claw+,3,Xu Wu Fang+,3
0000015C,348,D08853C0,-796372032,D087B780,Xu Wu α,00000003,WAIST,000001BF,Xu Wu Hide+,00000000,-,00000000,00000000,0,00000000,NONE,000001BF,000001C2,000001F7,00000000,00000005,00000003,00000002,00000000,Xu Wu Hide+,5,Xu Wu Claw+,3,Guardian Seikret Feather+,2,,0
0000015D,349,D0887AD0,-796362032,D087B780,Xu Wu α,00000004,LEG,000001BF,Xu Wu Hide+,00000000,-,00000000,00000000,0,00000000,NONE,0000012A,000001C0,000001C1,00000254,00000001,00000005,00000004,00000002,Xu Wu Certificate S,1,Golden Corneum+,5,Xu Wu Tentacle+,4,Torrent Sac,2
0000015E,350,6CEBAE90,1827384976,6CEB8780,Xu Wu β,00000000,HELM,000001BF,Xu Wu Hide+,00000000,-,00000000,00000000,0,00000000,NONE,0000012A,000001C1,000001C3,000001BD,00000002,00000004,00000005,00000001,Xu Wu Certificate S,2,Xu Wu Tentacle+,4,Xu Wu Fang+,5,Xu Wu Cerebrospinal Fluid,1
0000015F,351,6CEBD5A0,1827394976,6CEB8780,Xu Wu β,00000001,BODY,000001BF,Xu Wu Hide+,00000000,-,00000000,00000000,0,00000000,NONE,0000012A,000001BF,000001C2,000001C4,00000001,00000004,00000004,00000001,Xu Wu Certificate S,1,Xu Wu Hide+,4,Xu Wu Claw+,4,Xu Wu Umbragem,1
00000160,352,6CEBFCB0,1827404976,6CEB8780,Xu Wu β,00000002,ARM,000001BF,Xu Wu Hide+,00000000,-,00000000,00000000,0,00000000,NONE,000001BF,000001C0,000001C2,000001C3,00000006,00000006,00000003,00000003,Xu Wu Hide+,6,Golden Corneum+,6,Xu Wu Claw+,3,Xu Wu Fang+,3
00000161,353,6CEC23C0,1827414976,6CEB8780,Xu Wu β,00000003,WAIST,000001BF,Xu Wu Hide+,00000000,-,00000000,00000000,0,00000000,NONE,000001BF,000001C2,000001F7,00000000,00000005,00000003,00000002,00000000,Xu Wu Hide+,5,Xu Wu Claw+,3,Guardian Seikret Feather+,2,,0
00000162,354,6CEC4AD0,1827424976,6CEB8780,Xu Wu β,00000004,LEG,000001BF,Xu Wu Hide+,00000000,-,00000000,00000000,0,00000000,NONE,0000012A,000001C0,000001C1,00000254,00000001,00000005,00000004,00000002,Xu Wu Certificate S,1,Golden Corneum+,5,Xu Wu Tentacle+,4,Torrent Sac,2
00000163,355,697B0490,1769669776,697ADD80,Rathalos α,00000000,HELM,00000000,,75231300,Rathalos,00000000,00000000,0,00000000,NONE,0000022C,0000022E,0000028F,00000000,00000005,00000003,00000003,00000000,Rathalos Scale+,5,Rathalos Wing,3,Monster Keenbone,3,,0
00000164,356,697B2BA0,1769679776,697ADD80,Rathalos α,00000001,BODY,00000000,,75231300,Rathalos,00000000,00000000,0,00000000,NONE,0000022C,0000022D,0000022F,0000003E,00000006,00000006,00000002,00000001,Rathalos Scale+,6,Rathalos Carapace,6,Rathalos Tail,2,Dragonbone Relic,1
00000165,357,697B52B0,1769689776,697ADD80,Rathalos α,00000002,ARM,00000000,,75231300,Rathalos,00000000,00000000,0,00000000,NONE,00000231,0000022C,00000230,00000252,00000001,00000004,00000001,00000003,Rathalos Certificate S,1,Rathalos Scale+,4,Rathalos Ruby,1,Inferno Sac,3
00000166,358,697B79C0,1769699776,697ADD80,Rathalos α,00000003,WAIST,00000000,,75231300,Rathalos,00000000,00000000,0,00000000,NONE,00000231,0000022D,0000019B,00000244,00000002,00000003,00000001,00000002,Rathalos Certificate S,2,Rathalos Carapace,3,Rath Medulla,1,Firestone,2
00000167,359,697BA0D0,1769709776,697ADD80,Rathalos α,00000004,LEG,00000000,,75231300,Rathalos,00000000,00000000,0,00000000,NONE,00000231,0000022D,0000022E,000001EC,00000001,00000005,00000004,00000002,Rathalos Certificate S,1,Rathalos Carapace,5,Rathalos Wing,4,Wingdrake Hide+,2
00000168,360,9181B110,-1853771504,91818A00,Rathalos β,00000000,HELM,00000000,,75231300,Rathalos,00000000,00000000,0,00000000,NONE,0000022C,0000022E,0000028F,00000000,00000005,00000003,00000003,00000000,Rathalos Scale+,5,Rathalos Wing,3,Monster Keenbone,3,,0
00000169,361,9181D820,-1853761504,91818A00,Rathalos β,00000001,BODY,00000000,,75231300,Rathalos,00000000,00000000,0,00000000,NONE,0000022C,0000022D,0000022F,0000003E,00000006,00000006,00000002,00000001,Rathalos Scale+,6,Rathalos Carapace,6,Rathalos Tail,2,Dragonbone Relic,1
0000016A,362,9181FF30,-1853751504,91818A00,Rathalos β,00000002,ARM,00000000,,75231300,Rathalos,00000000,00000000,0,00000000,NONE,00000231,0000022C,00000230,00000252,00000001,00000004,00000001,00000003,Rathalos Certificate S,1,Rathalos Scale+,4,Rathalos Ruby,1,Inferno Sac,3
0000016B,363,91822640,-1853741504,91818A00,Rathalos β,00000003,WAIST,00000000,,75231300,Rathalos,00000000,00000000,0,00000000,NONE,00000231,0000022D,0000019B,00000244,00000002,00000003,00000001,00000002,Rathalos Certificate S,2,Rathalos Carapace,3,Rath Medulla,1,Firestone,2
0000016C,364,91824D50,-1853731504,91818A00,Rathalos β,00000004,LEG,00000000,,75231300,Rathalos,00000000,00000000,0,00000000,NONE,00000231,0000022D,0000022E,000001EC,00000001,00000005,00000004,00000002,Rathalos Certificate S,1,Rathalos Carapace,5,Rathalos Wing,4,Wingdrake Hide+,2
0000016D,365,B1ED0010,-1309868016,B1ECD900,Guardian Rathalos α,00000000,HELM,00000196,Guardian Rathalos Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000019A,00000197,00000198,00000243,00000001,00000005,00000002,00000001,G. Rathalos Certificate S,1,Guardian Rathalos Carapace,5,Guardian Rathalos Wing,2,Novacrystal,1
0000016E,366,B1ED2720,-1309858016,B1ECD900,Guardian Rathalos α,00000001,BODY,00000196,Guardian Rathalos Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000196,00000198,000001C7,00000000,00000005,00000002,00000003,00000000,Guardian Rathalos Scale+,5,Guardian Rathalos Wing,2,Guardian Scale+,3,,0
0000016F,367,B1ED4E30,-1309848016,B1ECD900,Guardian Rathalos α,00000002,ARM,00000196,Guardian Rathalos Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000019A,00000196,00000197,000002C1,00000001,00000006,00000005,00000001,G. Rathalos Certificate S,1,Guardian Rathalos Scale+,6,Guardian Rathalos Carapace,5,Guardian Rathalos Ruby,1
00000170,368,B1ED7540,-1309838016,B1ECD900,Guardian Rathalos α,00000003,WAIST,00000196,Guardian Rathalos Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000196,00000197,00000198,00000193,00000006,00000006,00000002,00000002,Guardian Rathalos Scale+,6,Guardian Rathalos Carapace,6,Guardian Rathalos Wing,2,Guardian Rathalos Tail,2
00000171,369,B1ED9C50,-1309828016,B1ECD900,Guardian Rathalos α,00000004,LEG,00000196,Guardian Rathalos Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000019A,00000198,000002C2,00000252,00000002,00000002,00000001,00000005,G. Rathalos Certificate S,2,Guardian Rathalos Wing,2,Guardian Rathalos Plate,1,Inferno Sac,5
00000172,370,9AB86110,-1699192560,9AB83A00,Guardian Rathalos β,00000000,HELM,00000196,Guardian Rathalos Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000019A,00000197,00000198,00000243,00000001,00000005,00000002,00000001,G. Rathalos Certificate S,1,Guardian Rathalos Carapace,5,Guardian Rathalos Wing,2,Novacrystal,1
